name,model,brand,price,elabel,bodytype,length,height,width,weighttotal,emissionsco2,modeldate,fueltype,numberofdoors,numberofforwardgears,seatingcapacity,drivewheelconfiguration,fuelcapacity,fuelconsumption,speed,payload,veenginetype,veenginedisplacement,veenginepower,Buyer,Payment_Method,Price_at_Order,Order_Date
Seat Ibiza 1.8 20VT FR,Seat Ibiza,Seat,22.244,G,hatchback,3953,1441,1698,1178,190 g/km,2005,petrol,5,5,5,front,45,7.9,216,520,dohc,1781,110,Jacob Aguirre,Bank Transfer,20.96,12/7/2021
Audi TT Roadster 1.8 TFSI Pro Line,Audi TT Roadster,Audi,51.24,D,cabriolet,4177,1355,1832,1275,138 g/km,2005,petrol,2,6,4,front,50,5.9,237,345,dohc,1798,132,John Malone,Cash,50.1,1/30/2025
Audi A3 Cabriolet 1.4 TFSI Pro Line S,Audi A3 Cabriolet,Audi,44.79,B,cabriolet,4421,1409,1793,1340,119 g/km,2005,petrol,2,7,5,front,50,5.1,211,525,dohc,1395,92,Randy Harris,Bank Transfer,44.31,1/14/2019
Seat Mii 1.0 60hp Sport,Seat Mii,Seat,12.625,C,hatchback,3557,1478,1641,832,103 g/km,2005,petrol,5,5,4,front,35,4.4,160,458,dohc,999,44,Logan Palmer,Credit Card,13.85,4/25/2019
BMW 325d Coupe Business Line,BMW 3-serie Coupe,BMW,59.729,G,coupe,4612,1395,1782,1500,160 g/km,2005,diesel,2,6,5,rear,61,6.1,242,505,dohc,2993,150,Tonya Greer,Bank Transfer,55.74,2/17/2019
Renault Scenic RX4 2.0 16V Privilege,Renault Scenic RX4,Renault,29.395,G,mpv,4444,1730,1785,1440,224 g/km,2005,petrol,5,5,5,front+rear,60,9.5,180,550,dohc,1998,102,Karen Cardenas,Credit Card,32.89,7/2/2020
Ford Ka 1.2 Metal,Ford Ka,Ford,11.975,D,hatchback,3620,1505,1658,840,115 g/km,2005,petrol,3,5,4,front,35,4.9,159,480,ohc,1242,51,Denise Avila,Bank Transfer,13.99,4/16/2025
Nissan Primera 1.6 LX,Nissan Primera,Nissan,16.311,N.A.,hatchback,4400,1390,1700,1095,187 g/km,2005,petrol,5,5,5,front,60,7.1,180,495,dohc,1597,66,Michael Ellis,Credit Card,16.91,3/17/2025
Citroen DS5 Hybrid4 Business,Citroen DS5,Citroen,39.59,B,hatchback,4530,1504,1871,1635,91 g/km,2005,diesel,5,6,5,front+rear,60,3.6,211,630,dohc,1997,147,Ryan Garza,Cash,41.72,12/29/2023
BMW 325d Touring High Executive,BMW 3-serie Touring,BMW,54.165,G,stationwagon,4527,1442,1817,1565,153 g/km,2005,diesel,5,6,5,rear,61,5.8,240,565,dohc,2993,150,Carrie Manning,Credit Card,60.52,3/16/2025
Seat Ibiza 1.4i S,Seat Ibiza,Seat,12.111,N.A.,hatchback,3813,1424,1640,895,187 g/km,2005,petrol,5,5,5,front,47,7.1,157,475,ohc,1391,44,Michelle Newman,Credit Card,13.29,12/12/2020
Mercedes 200 T,Mercedes-Benz 200-serie Combi,Mercedes,26.944,N.A.,stationwagon,4725,1470,1786,1480,187 g/km,2005,petrol,5,4,5,rear,70,10.4,168,620,ohc,1997,80,Anthony Nichols,Bank Transfer,24.76,5/23/2019
Audi A3 Limousine 2.0 TDI 184hp Pro Line S,Audi A3 Limousine,Audi,44.76,E,sedan,4456,1416,1796,1295,109 g/km,2005,diesel,4,6,5,front,50,4.1,241,575,dohc,1968,135,Laura Pham,Bank Transfer,43.74,7/23/2021
Opel Astra 2.0 DTi-16V Edition,Opel Astra,Opel,20.945,G,hatchback,4110,1425,1709,1225,154 g/km,2005,diesel,3,5,5,front,52,5.7,188,545,ohc,1995,74,Tina Stevenson,Cash,25.01,2/18/2020
Volvo V70 2.4D Edition II,Volvo V70,Volvo,47.505,G,stationwagon,4720,1488,1804,1535,179 g/km,2005,diesel,5,6,5,front,70,6.8,210,625,dohc,2401,120,Emily Newton,Credit Card,46.31,4/29/2019
BMW 320d Executive,BMW 3-serie,BMW,47.4,G,sedan,4520,1421,1817,1405,153 g/km,2005,diesel,4,6,5,rear,61,5.7,225,545,dohc,1995,120,Charlotte Newton,Bank Transfer,43.99,8/26/2020
Renault Scenic 1.6 16V Dynamique Comfort,Renault Scenic,Renault,27.43,N.A.,mpv,4259,1620,1805,1345,187 g/km,2005,petrol,5,4,5,front,60,,,620,dohc,1598,83,Karen Scott,Bank Transfer,27.28,1/10/2024
Toyota Land Cruiser 100 4.2 TD Executive,Toyota Land Cruiser 100,Toyota,89.69,N.A.,suv/crossover,4890,1880,1940,2425,187 g/km,2005,diesel,5,4,5,front+rear,96,12.6,175,835,ohc,4164,150,Taylor Bell,Bank Transfer,89.17,5/11/2023
Volvo C30 1.6D DRIVe,Volvo C30,Volvo,27.375,G,coupe,4252,1447,1782,1246,119 g/km,2005,diesel,3,5,4,front,52,4.5,190,534,dohc,1560,80,Susan Harvey,Bank Transfer,30.15,4/19/2019
Fiat 500X 1.4 Turbo MultiAir 16v 140 PopStar,Fiat 500X,Fiat,26.995,D,hatchback,4248,1600,1796,1320,131 g/km,2005,petrol,5,6,5,front,48,5.6,190,555,dohc,1368,103,Joshua Palmer,Credit Card,32.08,8/20/2019
Skoda 130 GLS,Skoda 120/130,Skoda,6.351,N.A.,sedan,4200,1400,1610,940,187 g/km,2005,petrol,4,5,5,rear,36,7.3,150,345,ohc,1289,46,Christopher Robles,Credit Card,6.19,11/27/2024
Audi A5 Sportback 2.0 TFSI 190hp,Audi A5 Sportback,Audi,45.04,B,hatchback,4733,1386,1843,1435,122 g/km,2005,petrol,5,7,5,front,58,5.4,239,615,dohc,1984,140,Juan Foley,Credit Card,52.1,5/12/2023
Volkswagen Passat Variant 2.0 TDI 150hp Highline Business R,Volkswagen Passat Variant,Volkswagen,47.055,D,stationwagon,4767,1477,1832,1448,120 g/km,2005,diesel,5,6,5,front,66,4.6,216,692,dohc,1968,110,Robin Arnold,Bank Transfer,49.03,11/30/2022
Volvo XC60 2.0T,Volvo XC60,Volvo,49.495,F,suv/crossover,4628,1713,1891,1610,198 g/km,2005,petrol,5,6,5,front,70,8.5,205,660,dohc,1999,149,Crystal Johnson,Credit Card,48.9,2/21/2019
Mercedes G 320 Stationwagon Kort,Mercedes-Benz G-class Stationwagon Kort,Mercedes,80.433,N.A.,suv/crossover,4230,1931,1760,2065,187 g/km,2005,petrol,3,5,5,front+rear,96,15.3,173,685,ohc,3199,158,Glenda Cooper,Credit Card,90.72,1/12/2023
Ford Focus 1.6i 16V Trend,Ford Focus,Ford,17.241,G,hatchback,4152,1430,1702,1077,167 g/km,2005,petrol,5,5,5,front,55,7,185,513,dohc,1596,74,Kristin Robinson,Cash,17.64,10/20/2022
SsangYong Musso D 2.3 (601),Ssangyong Musso,SsangYong,28.125,N.A.,suv/crossover,4640,1720,1850,1771,187 g/km,2005,diesel,5,5,5,front+rear,73,9.4,143,749,ohc,2299,59,David West DVM,Cash,30.11,4/10/2019
Opel Omega 2.6i-V6 Executive,Opel Omega,Opel,42.795,G,sedan,4898,1455,1776,1585,255 g/km,2005,petrol,4,5,5,rear,75,10.6,229,585,dohc,2597,132,Jennifer Lopez,Credit Card,49.78,8/19/2025
Dacia Duster 1.6 16V 4x2 Ambiance,Dacia Duster,Dacia,19.49,F,suv/crossover,4315,1625,1822,1135,165 g/km,2005,petrol,5,5,5,front,50,7.1,165,575,dohc,1598,77,Amanda Lucero,Bank Transfer,22.43,8/27/2020
Saab 9-3 S 2.0 t Business Edition,Saab 9-3,Saab,28.315,N.A.,hatchback,4629,1428,1711,1315,187 g/km,2005,petrol,5,5,5,front,64,8.9,215,565,dohc,1985,110,Megan Cruz,Credit Card,26.25,4/14/2020
Mercedes C 180,Mercedes-Benz C-class,Mercedes,41.052,C,sedan,4686,1442,1810,1360,134 g/km,2005,petrol,4,6,5,rear,66,5.9,225,680,dohc,1595,0,Maria Chandler,Cash,41.19,2/1/2023
Audi A3 2.0 TDI quattro Attraction Pro Line +,Audi A3,Audi,39.75,G,hatchback,4237,1421,1777,1335,122 g/km,2005,diesel,3,6,5,front+rear,55,4.7,214,585,dohc,1968,110,Brenda Martin,Cash,42.34,2/13/2021
BMW 420d xDrive Gran Coupe,BMW 4-serie Gran Coupe,BMW,56.664,E,hatchback,4640,1404,1825,1570,121 g/km,2005,diesel,5,6,4,front+rear,57,4.6,235,585,dohc,1995,140,Renee Brock,Bank Transfer,60.16,4/26/2025
Audi A3 Cabriolet 2.0 TDI Ambition Pro Line +,Audi A3 Cabriolet,Audi,49.74,F,cabriolet,4421,1409,1793,1455,120 g/km,2005,diesel,2,6,5,front,50,4.6,224,525,dohc,1968,110,Donald Ibarra,Bank Transfer,53.36,10/6/2023
Volvo S80 2.4 140hp Bi-Fuel LPG Dynamic,Volvo S80,Volvo,46.82,G,sedan,4820,1430,1830,1569,215 g/km,2005,LPG,4,5,5,front,70,13.3,200,511,dohc,2435,103,Vanessa Mueller,Credit Card,55.02,10/12/2020
Fiat Ulysse 2.0 16v Emotion,Fiat Ulysse,Fiat,35.095,G,mpv,4750,1752,1863,1545,218 g/km,2005,petrol,5,5,7,front,80,9.1,185,835,dohc,1997,100,Molly Jackson,Bank Transfer,41.44,1/23/2023
Mini Countryman One,Mini Countryman,Mini,30.967,D,suv/crossover,1822,2670,1557,600,126 g/km,2009,petrol,5,6,5,front,51,5.5,180,1940,dohc,1499,0,Courtney Calderon,Cash,32.9,9/8/2025
Opel Astra Sports Tourer 2.0 CDTI 165hp Design Edition,Opel Astra Sports Tourer,Opel,30.745,E,stationwagon,4698,1535,1814,1450,124 g/km,2005,diesel,5,6,5,front,56,4.7,212,665,ohc,1956,121,Kaitlyn Le,Bank Transfer,35.66,5/15/2020
BMW X3 xDrive20d Executive,BMW X3,BMW,63.619,E,suv/crossover,4657,1661,1881,1700,138 g/km,2005,diesel,5,8,5,front+rear,67,5.2,210,600,dohc,1995,140,Brian Hernandez,Bank Transfer,64.44,3/22/2019
Saab 9-3 Sport Estate 1.8t BioPower Intro Edition,Saab 9-3 Sport Estate,Saab,38.59,G,stationwagon,4670,1498,1802,1435,184 g/km,2005,bio-ethanol,5,5,5,front,62,7.6,215,585,dohc,1998,129,Reginald Cruz,Cash,36.12,6/1/2023
Mazda 6 SportBreak SkyActiv-G 2.0 165,Mazda 6 SportBreak,Mazda,37.55,D,stationwagon,4800,1480,1840,1386,150 g/km,2005,petrol,5,6,5,front,62,6.6,214,656,dohc,1998,0,Gregory Mills,Credit Card,36.61,10/5/2023
Fiat Doblo Combinato 1.4 16v SX,Fiat Doblo Combinato,Fiat,30.525,F,mpv,4390,1845,1832,1375,172 g/km,2005,petrol,5,5,5,front,60,,161,615,dohc,1368,70,Frank Davis,Credit Card,31.79,4/26/2021
Volvo S80 2.4 140hp Momentum,Volvo S80,Volvo,46.62,G,sedan,4822,1434,1832,1467,229 g/km,2005,petrol,4,5,5,front,70,9.6,200,573,dohc,2435,103,John Brock,Cash,53.51,1/4/2024
BMW 318d Touring Business,BMW 3-serie Touring,BMW,44.409,E,stationwagon,4624,1429,1811,1450,119 g/km,2005,diesel,5,6,5,rear,57,4.5,210,575,dohc,1995,105,James Davis,Cash,48.26,11/29/2023
Mitsubishi ASX 1.6 ClearTec Bright,Mitsubishi ASX,Mitsubishi,23.19,D,suv/crossover,4355,1640,1770,1235,131 g/km,2005,petrol,5,5,5,front,63,5.7,183,635,dohc,1590,86,Joseph Rivers,Credit Card,25.39,12/11/2020
Volvo XC70 D4 Kinetic,Volvo XC70,Volvo,53.995,F,suv/crossover,4838,1604,1861,1627,154 g/km,2005,diesel,5,6,5,front,70,5.9,200,703,dohc,1984,120,Karen Duran,Cash,60.5,5/12/2025
Nissan Qashqai+2 2.0 Optima,Nissan Qashqai+2,Nissan,31.966,G,suv/crossover,4525,1645,1780,1451,197 g/km,2005,petrol,5,6,7,front,65,8.4,190,657,dohc,1997,104,Andrew Bass,Cash,36.39,6/15/2025
Volvo V70 2.4 T AWD Comfort Exclusive-Line,Volvo V70,Volvo,43.472,G,stationwagon,4720,1450,1760,1582,243 g/km,2005,petrol,5,5,5,front+rear,66,10.2,220,548,dohc,2435,142,Laura Hernandez,Credit Card,39.5,6/1/2024
Audi A5 Sportback 1.8 TFSI 144hp Business Edition,Audi A5 Sportback,Audi,43.21,C,hatchback,4712,1391,1854,1500,136 g/km,2005,petrol,5,4,4,front,65,5.9,210,575,dohc,1798,106,Mrs. Yvonne White,Cash,48.71,6/23/2024
Chrysler Daytona Shelby,Chrysler Daytona,Chrysler,28.132,-,coupe,4567,1320,1760,1337,187 g/km,2005,petrol,3,5,5,front,53,9.9,212,463,ohc,2501,114,Jesse Perez,Credit Card,33.57,12/19/2021
Volkswagen Golf 1.9 TDI 105hp Optive 4Motion,Volkswagen Golf,Volkswagen,28.84,G,hatchback,4204,1485,1759,1384,158 g/km,2005,diesel,3,6,5,front+rear,60,6,185,616,dohc,1896,77,Victoria Webster,Cash,27.57,7/7/2024
Nissan Sunny 2.0 D Sail,Nissan Sunny,Nissan,16.254,N.A.,hatchback,4145,1395,1670,1120,187 g/km,2005,diesel,5,5,5,front,50,5.9,160,425,ohc,1974,55,Larry White,Cash,16.81,9/10/2020
Kia Pro_Ceed 1.6 T-GDI GT,Kia Pro_Ceed,Kia,36.395,G,hatchback,4310,1430,1780,1259,171 g/km,2005,petrol,3,6,5,front,53,7.4,230,591,dohc,1591,150,Brandon Perez,Cash,40.11,2/15/2025
Saab 9-3X 2.0 Turbo Griffin Aero XWD Exklusiv,Saab 9-3X,Saab,50.685,G,stationwagon,4690,1529,1802,1600,195 g/km,2005,petrol,5,6,5,front+rear,61,8.4,235,600,dohc,1988,162,Michaela White,Bank Transfer,48.55,2/1/2021
Citroen C4 Picasso VTi 120 Collection,Citroen C4 Picasso,Citroen,29.84,E,mpv,4470,1680,1830,1390,159 g/km,2005,petrol,5,5,5,front,60,6.9,186,625,dohc,1598,88,Katherine Yu,Cash,33.15,9/4/2024
Toyota Picnic 2.2 TD GL,Toyota Picnic,Toyota,26.508,N.A.,mpv,4530,1620,1695,1355,187 g/km,2005,diesel,5,5,7,front,60,7.7,180,655,ohc,2184,66,Eric Reynolds,Credit Card,28.58,8/1/2023
Volvo XC60 D4 Momentum,Volvo XC60,Volvo,53.595,G,suv/crossover,4644,1713,1891,1628,159 g/km,2005,diesel,5,6,5,front,70,6,195,877,dohc,1984,120,James Jackson,Cash,59.1,10/9/2023
Opel Astra 1.4 Enjoy,Opel Astra,Opel,21.595,F,hatchback,4249,1460,1753,1130,151 g/km,2005,petrol,5,5,5,front,52,6.3,178,575,dohc,1364,66,Michelle Leon,Cash,23.18,7/14/2023
Volkswagen Transporter L1H1 30 2.0 TDI 180hp Comfortline,Volkswagen Transporter Kombi,Volkswagen,64.53,G,van,4892,1990,1904,1876,197 g/km,2005,diesel,4,6,7,front,80,7.5,191,1124,dohc,1968,132,Michelle Taylor,Bank Transfer,75.37,9/16/2023
Audi A4 Avant 1.8 5V Quattro,Audi A4 Avant,Audi,31.583,N.A.,stationwagon,4479,1417,1733,1360,187 g/km,2005,petrol,5,5,5,front+rear,62,9.1,198,550,dohc,1781,92,Daryl Wagner,Credit Card,31.45,9/17/2020
Audi A6 Avant 2.0 5V,Audi A6 Avant,Audi,40.59,G,stationwagon,4796,1479,1810,1450,202 g/km,2005,petrol,5,5,5,front,70,8.4,203,550,dohc,1984,96,Elizabeth Powell,Bank Transfer,46.26,4/28/2020
Peugeot 308 SW Allure 1.6 THP 155,Peugeot 308 SW,Peugeot,28.83,B,stationwagon,4585,1471,1804,1175,125 g/km,2005,petrol,5,6,5,front,53,5.6,210,685,dohc,1598,115,Mallory Davies,Bank Transfer,34.41,1/3/2022
Daihatsu Charade TG Economy,Daihatsu Charade,Daihatsu,6.443,N.A.,hatchback,3600,1395,1550,692,187 g/km,2005,petrol,3,4,5,front,35,6.2,140,408,ohc,993,38,Amber Brooks,Cash,7.66,12/1/2018
Mercedes C 240 Elegance Combi,Mercedes-Benz C-class Combi,Mercedes,50.674,G,stationwagon,4541,1466,1728,1485,269 g/km,2005,petrol,5,5,5,rear,62,11.2,226,625,ohc,2597,125,Bailey Armstrong,Cash,49.3,6/12/2020
Volvo C70 D5 Momentum,Volvo C70,Volvo,56.495,G,cabriolet,4615,1400,1836,1658,193 g/km,2005,diesel,2,5,4,front,60,7.3,220,492,dohc,2401,132,William David MD,Bank Transfer,54.48,2/14/2025
Ford Mustang Fastback 2.3 EcoBoost,Ford Mustang Fastback,Ford,76.84,G,coupe,4784,1381,1916,1553,228 g/km,2005,petrol,3,6,4,rear,59,9.9,234,479,dohc,2253,233,Alexandria Powell,Credit Card,89.95,9/5/2025
Volkswagen Passat 1.6 Diesel CL,Volkswagen Passat,Volkswagen,12.989,N.A.,hatchback,4435,1385,1685,980,187 g/km,2005,diesel,3,4,5,front,60,6.7,143,455,ohc,1588,40,Peter Osborne,Bank Transfer,13.56,2/12/2022
Peugeot 407 ST 2.0 HDiF,Peugeot 407,Peugeot,38.57,G,sedan,4691,1447,1811,1536,189 g/km,2005,diesel,4,6,5,front,66,7.1,205,579,dohc,1997,100,Sherry Bell,Bank Transfer,35.92,12/30/2020
Mazda 2 1.3hp Navigator GT,Mazda 2,Mazda,16.44,D,hatchback,3920,1475,1695,935,119 g/km,2005,petrol,5,5,5,front,43,5.1,172,550,dohc,1349,62,Jodi Potter,Cash,18.27,3/26/2021
Volkswagen Passat Variant 2.8 VR6 Syncro Highline,Volkswagen Passat Variant,Volkswagen,38.288,G,hatchback,4669,1498,1740,1554,266 g/km,2005,benzine,3,4,5,voor+achter,62,11.1,227,546,dohc,2771,0,Dominique Reed,Cash,35.82,7/13/2024
Volvo V40 Cross Country T5 AWD Nordic+,Volvo V40 Cross Country,Volvo,46.695,E,hatchback,4370,1470,1802,1420,149 g/km,2005,petrol,5,8,5,front+rear,57,6.4,210,635,dohc,1969,180,Stacy Reeves,Cash,44.9,8/25/2019
Volvo S80 D5 Momentum,Volvo S80,Volvo,51.95,F,sedan,4851,1492,1893,1526,164 g/km,2005,diesel,4,6,5,front,70,6.2,230,664,dohc,2400,151,Nathan Ramos,Cash,53.53,9/16/2019
Nissan Terrano II 2.7 TD Luxury,Nissan Terrano II,Nissan,43.48,-,suv/crossover,4695,1850,1755,1885,187 g/km,2005,diesel,5,4,7,front+rear,80,10.7,158,695,ohv,2664,92,Kenneth Schroeder,Bank Transfer,47.14,4/2/2019
Volvo V60 T4 Polar+ Dynamic,Volvo V60,Volvo,39.915,B,stationwagon,4628,1484,1865,1478,135 g/km,2005,petrol,5,6,5,front,68,5.8,225,652,dohc,1969,140,Cory Morris,Bank Transfer,43.92,6/25/2025
Lancia Thesis 2.4 Multijet 20v Executive,Lancia Thesis,Lancia,60.995,G,sedan,4888,1465,1830,1795,234 g/km,2005,diesel,4,5,5,front,75,8.8,222,535,ohc,2387,136,Angela Davis,Bank Transfer,66.76,1/15/2020
Volvo 850 2.5i Sports-Line,Volvo 850,Volvo,34.533,N.A.,sedan,4660,1400,1760,1358,187 g/km,2005,petrol,4,4,5,front,73,9.3,195,482,dohc,2435,106,Mitchell Lin,Bank Transfer,37.89,12/24/2021
Peugeot 807 SR 2.2-16V HDiF,Peugeot 807,Peugeot,39.65,G,mpv,4727,1752,1854,1748,195 g/km,2005,diesel,5,6,5,front,80,7.3,182,757,dohc,2179,94,Trevor Brown,Credit Card,46.68,10/15/2021
Opel Astra 2.2i-16V Njoy,Opel Astra,Opel,23.145,N.A.,hatchback,4110,1425,1709,1175,187 g/km,2005,petrol,3,4,5,front,52,,,570,dohc,2198,108,Lee Hall,Bank Transfer,20.88,2/14/2020
BMW 328i touring Executive,BMW 3-serie touring,BMW,50.71,G,stationwagon,4478,1409,1739,1490,247 g/km,2005,petrol,5,5,5,rear,63,10.3,232,540,dohc,2793,142,Patricia Rivera,Cash,58.1,2/19/2019
Nissan Micra 1.2 30th Anniversary,Nissan Micra,Nissan,12.65,D,hatchback,3780,1515,1665,885,115 g/km,2005,petrol,5,5,5,front,41,5,170,540,dohc,1198,59,Bradley Dunn,Cash,14.65,2/25/2024
Ford EcoSport 1.5 Ti-VCT Titanium,Ford EcoSport,Ford,25.25,E,suv/crossover,4273,1665,1765,1287,149 g/km,2005,petrol,5,6,5,front,52,6.3,172,448,dohc,1499,82,Wesley Paul,Credit Card,24.03,6/27/2020
Daihatsu Charade TS,Daihatsu Charade,Daihatsu,7.304,N.A.,hatchback,3550,1400,1550,687,187 g/km,2005,petrol,3,3,5,front,35,7.2,135,413,ohc,993,38,Kevin Bell,Cash,8.48,10/2/2018
Ford Mondeo Wagon 2.0 16V LPG Titanium,Ford Mondeo Wagon,Ford,33.912,D,stationwagon,4830,1512,1886,1456,167 g/km,2005,LPG,5,5,5,front,50,10.2,205,744,dohc,1999,104,Jessica Stout,Bank Transfer,38.11,3/25/2023
Volkswagen Tiguan 2.0 TDI 140hp 4Motion Comfort & Design,Volkswagen Tiguan,Volkswagen,45.85,G,suv/crossover,4427,1686,1809,1579,199 g/km,2005,diesel,5,6,5,front+rear,64,7.5,182,681,dohc,1968,103,Dawn Bonilla,Credit Card,53.94,3/15/2021
Volvo V70 2.4D Kinetic,Volvo V70,Volvo,47.495,G,stationwagon,4823,1540,1861,1590,179 g/km,2005,diesel,5,6,5,front,70,6.8,210,720,dohc,2400,129,Joshua Novak,Bank Transfer,53.1,4/25/2022
Citroen C5 Break 2.0 HDiF 16V Caractere,Citroen C5 Break,Citroen,37.96,G,stationwagon,4760,1520,1770,1549,189 g/km,2005,diesel,5,6,5,front,66,7.1,201,621,dohc,1997,100,Miranda Mann,Cash,37.84,10/24/2022
Opel Vectra 2.2-16V DGi Cosmo,Opel Vectra,Opel,34.005,G,sedan,4596,1460,1798,1335,185 g/km,2005,petrol,4,5,5,front,61,7.7,218,575,dohc,2198,114,Caitlyn Medina,Cash,31.07,5/9/2023
Skoda Octavia 1.2 TSI Ambition Businessline,Skoda Octavia,Skoda,23.15,D,hatchback,4569,1445,1769,1165,134 g/km,2005,petrol,5,6,5,front,55,5.7,192,700,ohc,1197,77,Courtney Prince,Credit Card,20.99,10/6/2024
Toyota Avensis Touring Sports 1.6 D-4D-F Skyview Edition,Toyota Avensis Touring Sports,Toyota,38.365,C,stationwagon,4820,1480,1810,1465,109 g/km,2005,diesel,5,6,5,front,60,4.2,180,575,dohc,1598,82,Lawrence Singleton,Cash,42.01,1/12/2024
Volkswagen Sharan 2.0 TDI 140hp BlueMotion Techn. Comfortl.,Volkswagen Sharan,Volkswagen,39.19,G,mpv,4634,1730,1810,1640,159 g/km,2005,diesel,5,6,5,front,70,6,195,870,dohc,1968,103,Erin Campbell,Credit Card,42.86,12/2/2024
BMW 330xd Edition,BMW 3-serie,BMW,57.645,G,sedan,4471,1415,1739,1635,233 g/km,2005,diesel,4,5,5,front+rear,63,8.7,228,525,dohc,2993,150,Juan Munoz,Bank Transfer,54.33,8/16/2024
Audi A4 2.0 TDI 190hp Pro Line S,Audi A4,Audi,48.15,D,sedan,4701,1427,1826,1515,117 g/km,2005,diesel,4,6,5,front,63,4.5,240,575,dohc,1968,140,Amanda Brock,Cash,54.01,3/26/2022
Audi A3 Sportback 1.6 Attraction,Audi A3 Sportback,Audi,25.815,G,hatchback,4292,1423,1765,1225,164 g/km,2005,petrol,5,5,5,front,55,6.9,185,560,ohc,1595,75,Janet Sandoval,Bank Transfer,29.51,3/20/2025
Ford Focus 1.6 TDCi 109hp Futura,Ford Focus,Ford,28.4,G,hatchback,4342,1447,1840,1275,146 g/km,2005,diesel,3,4,5,front,53,5.5,183,515,dohc,1560,81,Victor Harrell,Cash,28.95,12/26/2021
Volkswagen Passat 2.8 VR6 GL Exclusiv,Volkswagen Passat,Volkswagen,32.102,N.A.,sedan,4605,1430,1720,1355,187 g/km,2005,petrol,4,4,5,front,70,10.7,218,555,dohc,2792,128,Lisa Vasquez,Credit Card,29.93,12/28/2020
Opel Vectra Stationwagon 2.0i-16V GL Plus,Opel Vectra Stationwagon,Opel,23.622,N.A.,stationwagon,4490,1445,1707,1317,187 g/km,2005,petrol,5,4,5,front,60,9.9,200,623,dohc,1998,100,Dale Ochoa,Cash,27.4,5/5/2023
Kia Optima 2.0 CVVT Hybrid Super Pack,Kia Optima,Kia,33.995,B,sedan,4845,1455,1830,1562,123 g/km,2005,petrol,4,6,5,front,65,5.4,185,488,dohc,1998,140,Samantha Benson,Credit Card,39.31,8/13/2020
Peugeot 106 Rallye 1.3i,Peugeot 106,Peugeot,12.425,N.A.,hatchback,3564,1360,1607,816,187 g/km,2005,petrol,3,5,5,front,45,7.8,190,434,ohc,1294,74,Michael Hudson,Credit Card,12.47,9/1/2023
Volvo S40 1.8 Edition I Sport,Volvo S40,Volvo,28.51,G,sedan,4468,1452,1770,1269,174 g/km,2005,petrol,4,5,5,front,55,7.3,200,581,dohc,1798,92,Bryce Oconnor,Cash,33.78,8/6/2023
Porsche Boxster S,Porsche Boxster,Porsche,76.018,G,cabriolet,4320,1290,1780,1360,268 g/km,2005,petrol,2,5,2,rear,64,11.1,258,310,dohc,3179,191,Megan Blake,Credit Card,78.55,12/9/2019
Opel Vectra GTS 1.8-16V Sport,Opel Vectra GTS,Opel,30.295,F,hatchback,4611,1460,1798,1290,173 g/km,2005,petrol,5,5,5,front,61,7.2,210,575,dohc,1796,103,Anita Lester,Cash,32.46,7/14/2019
Nissan Bluebird 2.0 D GL,Nissan Bluebird,Nissan,13.203,N.A.,sedan,4360,1400,1690,1190,187 g/km,2005,diesel,4,5,5,front,60,7.4,140,540,ohc,1952,43,Michael Howard,Bank Transfer,15.72,2/6/2024
BMW 325d Cabrio Executive,BMW 3-serie Cabrio,BMW,70.135,G,cabriolet,4580,1384,1782,1725,176 g/km,2005,diesel,2,6,4,rear,61,6.7,233,455,dohc,2993,145,Justin Ryan,Credit Card,69.38,1/22/2019
Seat Exeo ST 1.8 TSI 120hp Reference,Seat Exeo ST,Seat,24.495,F,stationwagon,4666,1454,1772,1455,172 g/km,2005,petrol,5,6,5,front,70,7.6,196,585,dohc,1781,88,Randy Clark,Bank Transfer,22.3,11/7/2022
BMW 335d xDrive High Executive,BMW 3-serie,BMW,71.179,G,sedan,4624,1434,1811,1605,143 g/km,2005,diesel,4,8,5,front+rear,57,5.4,250,565,dohc,2993,230,Eduardo Dixon,Cash,78.15,7/20/2020
Skoda Fabia Combi 1.4 TDI 66kW Edition,Skoda Fabia Combi,Skoda,21.64,C,stationwagon,4257,1467,1732,1080,89 g/km,2005,diesel,5,5,5,front,45,3.4,184,555,dohc,1422,66,Sean Ellis,Bank Transfer,24.85,7/24/2025
BMW 640i xDrive Coupe,BMW 6-serie Coupe,BMW,103.654,E,coupe,4894,1369,1894,1740,183 g/km,2005,petrol,2,8,4,front+rear,70,7.9,250,525,dohc,2979,235,Norma Lambert,Credit Card,109.95,9/14/2023
Seat Ibiza 1.8 GTi-16V,Seat Ibiza,Seat,19.964,N.A.,hatchback,3813,1424,1640,1015,187 g/km,2005,petrol,3,5,5,front,47,8.3,206,490,dohc,1781,95,Thomas Avery,Credit Card,23.85,3/10/2022
Volvo S60 D4 Polar+ Dynamic,Volvo S60,Volvo,40.915,B,sedan,4628,1484,1865,1447,102 g/km,2005,diesel,4,6,5,front,68,3.9,230,643,dohc,1969,140,Patricia Cooper,Cash,43.99,2/28/2025
Audi A5 Cabriolet 2.0 TDI 170hp S Edition,Audi A5 Cabriolet,Audi,60.15,G,cabriolet,4625,1383,1854,1660,148 g/km,2005,diesel,2,6,4,front,65,5.7,222,500,dohc,1968,125,Mariah Stephens,Credit Card,62.56,1/1/2020
