Buyer,Order_Date,Age,Gender,Income,loyalty_score,Location,PreviousCarOwnership,Purpose_of_Buying,Preference,Index
April Barrett,2/8/2019,51,Male,8148,9,North,4,Service,sedan,B_5648
Bryan Moss,7/19/2021,39,Female,3108,1,North,3,Personal,hatchback,B_5649
Kim Bradshaw,11/16/2023,43,Male,6026,1,South,3,Personal,mpv,B_5650
Brandon Brown,6/26/2024,26,Female,9395,8,Central,1,Business,hatchback,B_5651
Jessica Berry,7/24/2022,42,Male,5705,9,South,3,Business,coupe,B_5652
Michelle Perkins,2/17/2020,27,Female,8220,2,Central,4,Service,suv/crossover,B_5653
Julia Esparza,7/26/2024,62,Male,1421,7,Central,0,Personal,sedan,B_5654
David Kent,4/12/2021,44,Male,3796,9,Central,3,Service,stationwagon,B_5655
Alan Alexander,11/15/2023,49,Female,8333,3,North,3,Business,coupe,B_5656
Melanie Johnson,8/10/2021,48,Male,1660,8,Central,2,Personal,hatchback,B_5657
Dylan Moody,11/23/2024,55,Male,1796,2,South,1,Personal,suv/crossover,B_5658
Raven Nelson,5/31/2023,28,Male,598,1,Central,0,Personal,suv/crossover,B_5659
Stephanie Salazar,7/1/2022,21,Female,7602,10,Central,3,Business,hatchback,B_5660
Mr. Michael Dillon,3/15/2021,27,Female,6945,4,South,2,Business,hatchback,B_5661
Debbie Jones,1/22/2021,63,Male,6378,2,South,3,Family,hatchback,B_5662
Angela Black,6/25/2021,62,Male,6955,7,North,2,Personal,stationwagon,B_5663
Stephanie Woodard,3/23/2023,63,Male,799,4,South,0,Personal,hatchback,B_5664
Erica Cox,2/24/2022,31,Male,3307,5,North,4,Family,suv/crossover,B_5665
Cynthia Anderson,1/17/2024,29,Female,2220,7,South,0,Business,mpv,B_5666
Stephanie Fisher,6/1/2019,44,Female,3356,4,North,5,Business,hatchback,B_5667
Hunter Ortiz,3/17/2021,52,Female,7276,4,North,3,Family,sedan,B_5668
David Mitchell,12/1/2021,24,Male,3554,6,Central,4,Business,sedan,B_5669
Joshua Anderson,7/31/2022,60,Male,6160,1,Central,2,Personal,mpv,B_5670
Jonathan Evans,3/30/2020,57,Male,8992,9,North,2,Business,stationwagon,B_5671
Deanna Baker,10/24/2024,51,Male,3737,2,South,3,Family,hatchback,B_5672
Joseph Crawford,2/18/2021,32,Male,5267,3,North,3,Family,sedan,B_5673
Christopher Johnson,1/21/2024,35,Female,2663,3,Central,0,Business,coupe,B_5674
Samantha Vincent,11/22/2024,27,Male,2795,5,Central,1,Family,stationwagon,B_5675
Ryan Washington,8/23/2019,48,Male,7969,2,Central,4,Personal,hatchback,B_5676
Julian Wright,2/28/2024,64,Female,5487,10,North,2,Personal,suv/crossover,B_5677
Angelica Montgomery,3/18/2025,63,Female,9603,10,Central,2,Family,stationwagon,B_5678
Daniel Little,7/24/2025,56,Female,5010,1,North,4,Service,stationwagon,B_5679
Ms. Lisa Diaz DDS,8/30/2024,28,Female,3497,4,Central,4,Business,cabriolet,B_5680
Brandy Barton,7/2/2022,34,Male,9609,2,North,3,Service,hatchback,B_5681
Javier Cruz,4/12/2025,56,Male,7763,2,North,3,Family,hatchback,B_5682
Ronald Michael,9/10/2023,51,Male,6664,9,Central,2,Family,hatchback,B_5683
Ashley Hester,4/14/2024,30,Female,3494,5,North,2,Business,mpv,B_5684
Michael Valentine,8/11/2023,48,Female,2677,8,North,0,Family,hatchback,B_5685
Matthew Mills,7/5/2024,30,Female,8936,5,South,4,Service,stationwagon,B_5686
Tanner Garcia,9/13/2022,43,Female,9717,3,Central,5,Business,stationwagon,B_5687
Jennifer Serrano MD,10/25/2022,35,Female,5123,1,North,4,Service,hatchback,B_5688
Jeffrey Hill,3/24/2025,48,Female,7320,4,South,1,Business,mpv,B_5689
Aaron White,4/20/2024,23,Male,3082,3,South,1,Business,hatchback,B_5690
Charles Flores,9/18/2023,39,Male,686,7,South,0,Personal,mpv,B_5691
Ashley Pruitt,1/3/2022,62,Female,7393,9,Central,2,Service,mpv,B_5692
Roy Green,6/13/2021,59,Female,4480,5,Central,3,Business,mpv,B_5693
Logan Martin,1/11/2022,34,Female,9317,2,North,3,Family,mpv,B_5694
Justin Gonzales,9/28/2023,39,Female,2743,8,Central,2,Personal,sedan,B_5695
Troy Carson,3/1/2019,63,Male,7469,1,Central,2,Personal,hatchback,B_5696
Allen Garcia,4/29/2021,47,Male,4986,10,Central,3,Personal,hatchback,B_5697
Eric Villegas,10/13/2023,21,Male,5404,9,North,3,Service,mpv,B_5698
James Foley,11/11/2023,35,Male,7590,2,South,5,Business,hatchback,B_5699
Matthew Mora,7/25/2020,23,Female,914,10,North,2,Personal,hatchback,B_5700
Colton Gibson,12/10/2021,53,Female,9190,9,South,4,Business,hatchback,B_5701
Christopher Kirk,3/27/2022,28,Male,576,5,Central,0,Personal,stationwagon,B_5702
Tiffany Mitchell,5/7/2019,40,Male,9983,7,Central,3,Family,mpv,B_5703
Linda Arnold,4/11/2019,33,Male,9768,10,Central,3,Family,stationwagon,B_5704
Thomas Hernandez,12/27/2020,21,Male,5000,1,Central,4,Personal,stationwagon,B_5705
Angela Pineda,12/5/2022,51,Male,4956,6,South,4,Family,stationwagon,B_5706
Mark Meza,7/28/2019,43,Female,3421,4,North,2,Family,hatchback,B_5707
Casey Cook,5/2/2019,20,Female,5353,10,North,3,Family,stationwagon,B_5708
Christopher Santana,8/28/2022,22,Female,8138,3,North,5,Family,hatchback,B_5709
Miguel Wood,6/17/2020,23,Male,4087,9,Central,2,Service,sedan,B_5710
Tamara Abbott,11/14/2022,55,Male,2565,7,Central,1,Personal,cabriolet,B_5711
Richard Pena,3/17/2020,53,Female,2573,2,South,0,Personal,suv/crossover,B_5712
Michael Tran,5/13/2024,57,Male,3107,2,South,3,Family,stationwagon,B_5713
Laura Silva,6/15/2019,44,Male,6838,9,North,5,Personal,stationwagon,B_5714
Laura Francis,7/23/2019,20,Female,4198,9,South,4,Personal,hatchback,B_5715
Sheila Nelson,7/12/2020,27,Female,7747,5,North,5,Business,stationwagon,B_5716
Lisa Barnett,9/6/2022,42,Male,8287,7,North,3,Business,mpv,B_5717
Barbara Morgan,1/27/2025,62,Female,2557,3,Central,2,Family,cabriolet,B_5718
Taylor Gilbert,7/25/2024,57,Male,3500,5,Central,2,Business,hatchback,B_5719
Kevin Berry,3/29/2021,35,Male,7878,1,North,3,Personal,mpv,B_5720
Brianna Barber,4/28/2020,53,Female,8248,5,South,2,Family,mpv,B_5721
Cynthia Henderson,12/28/2024,57,Male,4043,3,Central,3,Family,hatchback,B_5722
Stuart Wilson,2/20/2025,26,Female,3349,8,South,2,Business,sedan,B_5723
Christopher Lynch,4/30/2025,37,Male,5791,9,Central,1,Personal,sedan,B_5724
Richard Johnson,10/18/2023,38,Male,1219,1,South,1,Personal,hatchback,B_5725
Deborah Roberts,6/20/2022,34,Male,1290,3,South,2,Personal,mpv,B_5726
Brad Wright,2/27/2023,21,Female,2763,2,North,3,Personal,mpv,B_5727
Ryan Owens,1/31/2019,47,Male,3183,6,Central,4,Business,hatchback,B_5728
Amber Brown,10/20/2024,54,Male,3706,6,South,3,Family,hatchback,B_5729
Felicia Wheeler,11/8/2024,59,Male,6867,2,South,3,Family,hatchback,B_5730
Mallory Davis,3/17/2019,53,Female,7143,6,South,3,Family,stationwagon,B_5731
Pamela Moore,8/22/2024,30,Male,8252,1,South,4,Business,mpv,B_5732
Maria Esparza,11/26/2020,58,Male,5170,2,South,4,Business,suv/crossover,B_5733
Hailey Porter,11/4/2020,65,Female,8625,6,Central,1,Family,hatchback,B_5734
Carrie Frank,12/10/2023,41,Female,4089,10,Central,5,Service,stationwagon,B_5735
Ricardo Collins,10/15/2019,31,Female,9724,10,North,3,Family,hatchback,B_5736
Marcus Morgan,5/9/2022,20,Male,9628,8,Central,4,Family,stationwagon,B_5737
Sandra Baker,4/18/2021,61,Female,6536,5,Central,2,Service,stationwagon,B_5738
Robert Spencer,10/19/2023,58,Male,8773,4,North,4,Service,sedan,B_5739
Joshua Cohen,5/28/2023,26,Male,8103,4,North,2,Family,sedan,B_5740
Natalie Mcgee,6/21/2019,42,Female,8863,4,North,3,Family,hatchback,B_5741
Stephanie Crane,11/7/2024,50,Male,568,7,North,0,Personal,sedan,B_5742
Charles Parker,1/8/2021,46,Female,8904,8,North,3,Family,hatchback,B_5743
Savannah Washington,5/21/2024,62,Female,8648,4,Central,5,Personal,sedan,B_5744
Kelly Smith,10/2/2019,37,Female,3536,9,North,4,Business,hatchback,B_5745
Shannon Kelley,9/27/2023,40,Male,4012,5,South,4,Business,cabriolet,B_5746
Angela Bates,2/14/2019,61,Female,2396,7,South,2,Business,hatchback,B_5747
Rhonda Hunter,5/23/2019,62,Male,6655,9,Central,3,Business,hatchback,B_5748
Sara Sparks,4/2/2021,38,Male,4221,1,Central,1,Family,mpv,B_5749
Bryce Martin,3/23/2024,29,Female,715,5,South,0,Personal,sedan,B_5750
Julie Greer,4/20/2024,39,Female,1041,4,South,2,Personal,suv/crossover,B_5751
Lisa Kane,8/9/2020,50,Male,1539,10,Central,1,Family,hatchback,B_5752
Nicole Wilson,7/8/2025,41,Male,4593,7,South,4,Personal,sedan,B_5753
Jeffrey Kennedy,3/3/2025,49,Female,2679,10,South,1,Family,stationwagon,B_5754
Valerie Edwards,6/26/2020,34,Male,4606,4,Central,3,Service,suv/crossover,B_5755
Joseph Jones,1/29/2020,28,Male,9596,10,North,5,Service,stationwagon,B_5756
Philip Levine,9/17/2024,40,Male,2937,7,Central,0,Business,hatchback,B_5757
Benjamin Deleon,6/12/2023,56,Male,3319,4,Central,5,Family,van,B_5758
Garrett Hodges,9/15/2019,58,Female,1909,10,South,2,Family,stationwagon,B_5759
Paul Wilson,12/4/2024,23,Female,3597,8,North,5,Family,hatchback,B_5760
Kari Shelton,6/23/2024,46,Male,2871,1,North,2,Personal,hatchback,B_5761
Kathleen Williams,8/13/2020,43,Male,3419,7,South,2,Business,sedan,B_5762
Zachary Cook,11/3/2019,30,Male,8968,9,South,5,Business,stationwagon,B_5763
Melinda Long,11/16/2018,22,Male,4912,9,Central,3,Personal,sedan,B_5764
Brian Duncan,4/26/2021,47,Female,6013,4,North,2,Business,sedan,B_5765
Ashlee Hughes,9/9/2025,31,Male,9316,10,South,3,Business,sedan,B_5766
Elaine Morris,8/2/2021,21,Female,8060,10,North,4,Personal,stationwagon,B_5767
April Henry,9/4/2021,22,Female,9165,7,North,3,Business,sedan,B_5768
Sherry Brooks,11/20/2020,46,Female,3733,6,North,1,Business,coupe,B_5769
Casey Jones,3/6/2020,52,Male,6903,3,South,1,Personal,hatchback,B_5770
Troy Brown,8/6/2024,63,Female,6949,3,Central,3,Family,sedan,B_5771
Daniel James,8/23/2022,34,Female,8029,5,Central,3,Personal,mpv,B_5772
Natalie Simmons,11/5/2022,35,Female,3421,6,South,2,Business,sedan,B_5773
Rebecca Evans,8/20/2019,30,Male,3667,8,South,1,Family,suv/crossover,B_5774
Catherine Rodriguez,2/12/2022,55,Female,7403,6,Central,2,Family,stationwagon,B_5775
Kelly Clark,11/14/2024,47,Female,2225,9,Central,3,Personal,hatchback,B_5776
Kevin Roberts,12/21/2023,20,Female,852,1,South,0,Personal,mpv,B_5777
Danny Tucker,3/22/2024,23,Female,9495,5,North,2,Family,suv/crossover,B_5778
Becky Richardson,1/19/2025,50,Female,8962,8,North,5,Business,mpv,B_5779
David Hernandez,5/13/2023,20,Male,4196,6,South,2,Business,suv/crossover,B_5780
Jessica Bennett,5/13/2025,50,Male,7366,10,Central,2,Business,stationwagon,B_5781
Shane Griffith,10/11/2021,28,Male,904,9,North,1,Personal,bus,B_5782
Samantha Long,5/4/2022,26,Female,4656,6,Central,1,Business,stationwagon,B_5783
Jacob Miller,10/24/2022,64,Female,1587,6,Central,0,Business,sedan,B_5784
Michelle Roberts,2/24/2021,30,Male,8525,8,North,2,Business,hatchback,B_5785
Joshua White,8/25/2019,41,Male,4030,10,South,4,Business,stationwagon,B_5786
Sarah Roberts,8/21/2019,56,Male,4195,7,South,4,Service,sedan,B_5787
Amy Martin,1/28/2022,51,Male,3998,4,North,4,Service,hatchback,B_5788
Mason Grant,12/13/2024,29,Male,6581,2,South,3,Family,stationwagon,B_5789
Bobby Weaver,1/26/2019,43,Female,5114,6,Central,3,Personal,sedan,B_5790
William Welch,2/17/2019,33,Female,9264,8,South,3,Family,hatchback,B_5791
Caroline Bell,10/11/2019,27,Female,6105,2,South,3,Service,hatchback,B_5792
Angela Kelly,9/5/2023,42,Male,8713,4,North,4,Business,hatchback,B_5793
Michael Davis,5/31/2022,56,Female,9119,5,South,1,Family,suv/crossover,B_5794
Stacy Peterson,1/4/2021,63,Male,5797,2,Central,3,Family,sedan,B_5795
Douglas Jensen,11/13/2019,44,Male,3463,2,South,2,Service,cabriolet,B_5796
Emily Murphy,12/28/2019,60,Female,7308,5,South,3,Business,hatchback,B_5797
Karen Moore,1/12/2024,59,Male,8483,9,Central,4,Personal,hatchback,B_5798
Thomas Bryant,1/14/2025,54,Female,9871,7,Central,3,Family,mpv,B_5799
Christine Kelly,1/7/2019,58,Female,1453,7,South,2,Family,hatchback,B_5800
Julia Dennis,10/29/2018,38,Male,5995,8,North,3,Family,coupe,B_5801
Brittany Arellano DVM,5/19/2021,61,Female,2576,3,Central,3,Family,sedan,B_5802
Virginia Ford,12/28/2019,39,Female,4433,6,South,3,Business,hatchback,B_5803
Carolyn Allen,10/13/2020,59,Female,9607,6,North,2,Family,coupe,B_5804
Amanda Torres,11/22/2018,22,Male,9484,10,Central,3,Personal,stationwagon,B_5805
Jose Goodman,3/28/2025,37,Female,3645,1,South,2,Business,stationwagon,B_5806
Scott Keller,3/28/2019,46,Female,1754,7,South,0,Family,suv/crossover,B_5807
Juan Brewer,6/20/2023,34,Male,9881,8,North,2,Business,hatchback,B_5808
Amber Richardson,3/7/2021,20,Female,4140,10,Central,4,Family,mpv,B_5809
Samuel Bishop,8/3/2024,39,Male,9378,6,North,3,Business,suv/crossover,B_5810
Zachary James,3/11/2020,32,Female,4569,6,Central,4,Family,stationwagon,B_5811
Melanie Daniel,5/15/2025,23,Male,7073,7,South,2,Personal,hatchback,B_5812
Jonathan Jones,9/30/2019,39,Male,9141,1,Central,4,Business,hatchback,B_5813
Daniel Coleman,1/28/2023,21,Male,4223,7,South,3,Personal,hatchback,B_5814
Brian Boyd,10/1/2020,62,Male,7847,6,North,3,Family,stationwagon,B_5815
Michael Hooper,12/26/2022,36,Male,2938,7,North,2,Family,hatchback,B_5816
Joel Lewis,5/9/2025,48,Female,6242,8,Central,3,Business,stationwagon,B_5817
Pedro White,8/15/2024,35,Female,3630,2,North,4,Family,stationwagon,B_5818
John Brady,3/30/2021,56,Female,9388,3,Central,1,Business,stationwagon,B_5819
Sonia Bullock,10/28/2023,57,Male,1447,7,South,2,Personal,hatchback,B_5820
David Colon,10/6/2022,36,Male,8668,1,Central,2,Service,mpv,B_5821
James Delacruz,1/19/2019,36,Female,8487,9,North,2,Service,suv/crossover,B_5822
Kayla Frazier,7/17/2022,31,Male,3548,3,Central,5,Business,coupe,B_5823
Jason Tanner,1/26/2021,59,Male,3721,3,Central,2,Service,hatchback,B_5824
Phillip Lee DVM,11/23/2023,45,Male,6932,7,North,5,Service,stationwagon,B_5825
Jessica Moyer,3/26/2023,37,Male,7830,6,South,4,Service,sedan,B_5826
Cynthia Reid,8/29/2019,24,Male,7675,3,Central,2,Business,hatchback,B_5827
Samantha Mcdaniel,11/11/2018,59,Female,8474,10,North,3,Family,stationwagon,B_5828
Rachel Allen,2/15/2019,43,Male,1239,1,South,1,Personal,sedan,B_5829
Brian Jackson,9/20/2018,37,Male,5880,8,Central,4,Family,stationwagon,B_5830
Stephanie Marks,2/3/2023,22,Male,7248,3,South,2,Service,suv/crossover,B_5831
Samuel Burns,10/31/2023,34,Male,5232,6,Central,3,Service,stationwagon,B_5832
Robert Robertson,10/5/2019,26,Male,1343,10,Central,2,Family,suv/crossover,B_5833
Amanda Ross,11/16/2022,41,Male,3473,6,North,5,Personal,hatchback,B_5834
Alisha Daniels,7/31/2024,60,Male,6760,9,North,4,Family,suv/crossover,B_5835
David Parks,9/20/2023,30,Male,3763,6,South,2,Personal,sedan,B_5836
David Thomas,3/18/2022,47,Male,5534,7,Central,3,Personal,cabriolet,B_5837
William Taylor,3/31/2023,30,Female,8610,5,South,2,Business,hatchback,B_5838
Matthew Wilson,9/7/2019,53,Female,8540,9,North,2,Family,mpv,B_5839
Adrian Harris,3/31/2024,20,Female,4986,4,Central,2,Service,stationwagon,B_5840
Bryan Peters,10/24/2019,43,Male,5409,4,Central,3,Family,sedan,B_5841
Dr. Robin Clark,8/1/2022,33,Male,8156,9,North,2,Personal,hatchback,B_5842
Bradley Lowery,5/13/2023,32,Male,2752,9,North,3,Personal,van,B_5843
Danielle Sharp,3/23/2025,30,Male,2067,8,Central,1,Business,pick-up,B_5844
Matthew Carroll,8/15/2020,36,Female,9487,7,South,4,Personal,stationwagon,B_5845
Michael Morton,1/21/2019,24,Male,6490,2,North,5,Personal,hatchback,B_5846
Michael Holt,3/2/2022,51,Male,1717,5,North,2,Business,stationwagon,B_5847
Thomas Waller,10/24/2019,58,Female,2385,9,South,2,Personal,stationwagon,B_5848
Randy Martinez,12/11/2022,30,Male,4118,9,South,2,Personal,hatchback,B_5849
Matthew Dean,5/30/2024,47,Male,9976,7,South,5,Personal,mpv,B_5850
David Nguyen,3/21/2023,26,Male,5602,6,Central,2,Family,hatchback,B_5851
Barry Mcguire DDS,2/20/2022,45,Female,6931,8,Central,3,Personal,sedan,B_5852
Alfred Hall,10/23/2018,29,Male,7450,1,Central,3,Service,sedan,B_5853
Sean Ross,4/21/2021,36,Male,5712,2,North,2,Service,hatchback,B_5854
Eric Perez,9/14/2021,29,Male,2795,4,South,0,Business,sedan,B_5855
Dennis Lopez,3/31/2023,29,Female,3598,6,South,4,Business,cabriolet,B_5856
Mark Ballard,4/24/2024,41,Male,1952,7,South,2,Personal,hatchback,B_5857
Kelly Li,10/11/2019,35,Male,8161,4,Central,4,Business,sedan,B_5858
Andrew Day,9/30/2024,36,Female,8326,5,Central,1,Personal,sedan,B_5859
Tina Lopez,12/2/2021,22,Female,996,7,South,0,Personal,coupe,B_5860
Brian Garcia,1/20/2025,60,Female,6530,10,North,3,Business,stationwagon,B_5861
Alec Morris,5/13/2020,42,Female,4663,4,North,2,Family,suv/crossover,B_5862
Cristian Lee,4/28/2021,42,Male,2798,1,South,1,Business,mpv,B_5863
Jesse Bates,6/17/2019,37,Male,1281,5,South,1,Personal,stationwagon,B_5864
Mikayla Watson,9/1/2024,54,Male,6165,6,South,3,Business,sedan,B_5865
Xavier Diaz,6/17/2024,50,Male,9897,1,North,4,Family,hatchback,B_5866
Kathleen Underwood,11/26/2018,42,Female,2243,6,South,0,Family,sedan,B_5867
Erica Berry,2/10/2019,23,Female,1840,4,South,2,Family,hatchback,B_5868
Kenneth Weber,2/18/2025,64,Female,2770,1,South,2,Business,hatchback,B_5869
Victoria Stephens,7/25/2020,31,Female,8981,10,North,2,Business,sedan,B_5870
Veronica Pham,5/18/2022,47,Male,5756,2,South,3,Family,stationwagon,B_5871
Nicole Hall,10/16/2018,42,Male,1715,4,Central,2,Business,stationwagon,B_5872
Curtis Cole,11/24/2020,61,Female,1856,7,North,2,Family,hatchback,B_5873
Tiffany Brooks,5/2/2025,26,Male,9919,2,South,5,Personal,stationwagon,B_5874
Austin Martin,3/7/2025,51,Female,6237,3,North,3,Family,stationwagon,B_5875
Amy Clark,3/17/2021,52,Male,8994,5,Central,4,Business,hatchback,B_5876
Mary Fitzgerald,5/4/2023,57,Male,7453,4,Central,4,Family,hatchback,B_5877
Linda Ferguson,11/26/2022,26,Male,5013,9,South,3,Family,hatchback,B_5878
Tammy Coffey,10/7/2021,32,Female,9892,10,North,5,Service,hatchback,B_5879
Brittany Clements,12/7/2023,33,Male,8860,8,Central,2,Business,stationwagon,B_5880
Robert Smith,8/13/2025,23,Male,5010,4,South,1,Service,stationwagon,B_5881
Debra Gomez,9/4/2022,56,Female,6515,7,Central,2,Personal,sedan,B_5882
Emily Ramos,4/30/2023,47,Male,1607,5,North,2,Personal,hatchback,B_5883
William Jackson,11/29/2021,28,Female,2837,9,Central,2,Family,hatchback,B_5884
Larry French,8/4/2019,53,Male,9810,5,North,4,Business,stationwagon,B_5885
Deanna Norman,9/28/2023,32,Female,700,10,North,0,Personal,stationwagon,B_5886
Jacqueline Stewart,3/16/2020,33,Male,2138,5,South,2,Business,hatchback,B_5887
Anthony Allen,8/28/2025,26,Female,3197,6,South,3,Personal,sedan,B_5888
Elizabeth Salinas,8/14/2021,40,Male,3403,3,North,2,Service,coupe,B_5889
Sean Smith,8/26/2021,38,Male,3613,4,Central,3,Business,stationwagon,B_5890
Alison Moreno,2/6/2019,60,Male,7586,10,Central,3,Personal,sedan,B_5891
Ronnie Coleman,3/29/2019,48,Male,4244,5,North,3,Business,mpv,B_5892
Sherri Payne,6/5/2024,24,Female,7827,2,South,5,Business,stationwagon,B_5893
Michael Williams,6/25/2021,26,Female,1016,2,Central,1,Personal,suv/crossover,B_5894
Daniel Bowen,12/6/2024,62,Male,1245,9,Central,2,Personal,coupe,B_5895
Robert Rasmussen,10/24/2021,40,Female,7481,5,South,2,Service,hatchback,B_5896
Theresa Cline MD,5/28/2025,51,Male,6923,5,Central,2,Business,sedan,B_5897
Chelsea Williams,10/15/2021,55,Female,7395,1,Central,3,Family,stationwagon,B_5898
Christopher Hall,7/22/2020,26,Female,1118,2,South,1,Family,suv/crossover,B_5899
Mackenzie Kim,9/10/2024,29,Female,3859,5,Central,2,Personal,sedan,B_5900
Debra Lopez,8/5/2021,25,Male,2498,3,Central,2,Business,hatchback,B_5901
Frank Ramsey,7/16/2022,51,Male,8597,6,South,4,Business,stationwagon,B_5902
Sarah Little,9/21/2021,40,Male,2824,3,North,1,Business,hatchback,B_5903
Michelle Thomas,4/18/2020,53,Female,2319,5,North,2,Business,cabriolet,B_5904
David Gutierrez,9/24/2021,20,Male,1206,3,Central,0,Personal,stationwagon,B_5905
Anthony Ibarra,7/24/2022,61,Female,3213,10,Central,3,Service,suv/crossover,B_5906
James Horne,10/9/2023,22,Male,8592,3,North,2,Personal,sedan,B_5907
David Mosley,3/17/2022,30,Female,9755,4,Central,3,Business,sedan,B_5908
Stephen Butler,11/19/2021,33,Male,2300,8,North,1,Business,sedan,B_5909
Sharon Diaz,11/2/2020,52,Female,5125,2,Central,3,Business,mpv,B_5910
Vincent Durham,12/1/2022,56,Male,9762,10,Central,2,Business,hatchback,B_5911
Mark Watts,4/3/2021,61,Female,1116,4,North,1,Personal,hatchback,B_5912
Penny Drake,10/28/2020,64,Female,2799,5,Central,2,Business,sedan,B_5913
Nancy Smith,4/13/2022,47,Female,3327,2,Central,1,Family,stationwagon,B_5914
Stacey Brown,9/21/2019,54,Male,4930,9,North,5,Business,sedan,B_5915
Robin Boyd,2/12/2020,50,Male,1567,2,North,1,Family,suv/crossover,B_5916
Tony Williams,7/2/2021,21,Female,1789,9,Central,1,Business,sedan,B_5917
Diamond Jackson,10/21/2018,62,Male,707,4,North,1,Personal,sedan,B_5918
Ashley Drake,3/26/2019,60,Male,4863,4,South,3,Family,stationwagon,B_5919
Jennifer Young,11/1/2018,44,Male,4844,5,South,4,Service,sedan,B_5920
Tyler Oliver,4/17/2019,48,Female,2718,10,Central,2,Family,stationwagon,B_5921
Ashley Lyons,12/21/2020,21,Male,8967,8,South,5,Business,hatchback,B_5922
Brandon Crane,4/12/2020,45,Male,5762,1,South,2,Personal,sedan,B_5923
John West,2/2/2024,65,Female,3029,10,Central,4,Personal,hatchback,B_5924
Jacob Bennett,11/2/2024,41,Male,3397,3,North,2,Service,stationwagon,B_5925
Bianca Lewis,3/25/2020,36,Female,2425,10,Central,2,Family,coupe,B_5926
Leslie Simmons,9/2/2022,65,Male,6076,3,South,3,Business,mpv,B_5927
Samantha Carr,1/30/2024,42,Female,8013,10,Central,1,Service,mpv,B_5928
Robert Day,5/29/2021,40,Female,4160,4,North,4,Family,stationwagon,B_5929
Lindsey Bell,5/23/2020,20,Female,1098,8,North,3,Personal,stationwagon,B_5930
Kelsey Flores,3/25/2024,50,Female,9762,5,Central,3,Family,mpv,B_5931
Bryan Butler,3/24/2023,21,Male,5326,10,South,3,Business,cabriolet,B_5932
Amanda Jackson,8/21/2024,27,Female,7634,3,Central,3,Business,sedan,B_5933
Donna Jenkins,12/19/2021,25,Male,9275,7,Central,5,Business,sedan,B_5934
Deborah Johns,10/10/2023,44,Female,3218,7,South,2,Personal,coupe,B_5935
Ian Peterson,9/20/2018,58,Male,7324,7,Central,3,Service,sedan,B_5936
Natalie Clark,10/31/2020,62,Male,4894,8,Central,3,Family,sedan,B_5937
Amy Patterson,2/22/2022,36,Male,6500,2,Central,1,Family,cabriolet,B_5938
Lisa Wilson,7/5/2025,37,Male,820,6,South,0,Family,mpv,B_5939
Andrea Fox,10/16/2023,50,Male,7406,3,South,5,Service,hatchback,B_5940
Gabriel Serrano,6/6/2022,38,Female,7488,3,Central,4,Service,sedan,B_5941
Charlene Macias,7/1/2022,20,Female,6733,7,North,2,Family,sedan,B_5942
Sarah Jones,9/23/2020,28,Male,6774,4,Central,2,Service,hatchback,B_5943
Lori Stone,4/21/2021,27,Female,8562,5,Central,4,Business,stationwagon,B_5944
Molly Ferguson,10/9/2020,58,Female,5117,7,Central,2,Personal,hatchback,B_5945
Steven Stokes,6/2/2020,49,Female,6521,9,Central,5,Service,cabriolet,B_5946
Jamie Barnes,12/23/2023,56,Male,2881,10,Central,2,Business,hatchback,B_5947
Todd Dunlap,9/21/2021,45,Male,8846,5,North,3,Family,hatchback,B_5948
Todd Clarke,3/20/2021,49,Male,5845,10,North,3,Business,cabriolet,B_5949
Linda Reyes,1/24/2024,24,Male,9094,1,North,3,Family,cabriolet,B_5950
Michelle Bowers,1/31/2019,57,Male,4817,6,North,2,Personal,hatchback,B_5951
Stephanie Sexton,3/7/2019,20,Female,864,10,North,2,Personal,van,B_5952
Maurice Beasley,3/10/2022,35,Male,8808,2,Central,4,Family,sedan,B_5953
Mark Hammond,7/11/2020,22,Female,6776,10,South,3,Service,hatchback,B_5954
Leslie Gentry,11/20/2019,23,Male,8777,3,North,2,Family,sedan,B_5955
Kayla Landry,10/21/2019,35,Male,5422,7,North,3,Business,sedan,B_5956
Debbie Rivera,8/29/2021,58,Male,6058,7,North,3,Service,stationwagon,B_5957
William Phillips,11/4/2021,39,Female,7614,3,South,2,Personal,stationwagon,B_5958
Mrs. Diane Hendricks,9/19/2019,30,Male,5907,6,Central,2,Family,sedan,B_5959
Allison Hoover,2/20/2020,29,Male,4084,9,South,1,Personal,sedan,B_5960
James Wheeler,6/22/2019,41,Male,9092,10,North,3,Family,stationwagon,B_5961
Steve Clark,9/8/2019,47,Female,3111,7,Central,3,Service,suv/crossover,B_5962
Bruce Crawford,11/24/2021,54,Female,8334,1,South,3,Service,coupe,B_5963
Michelle Rice,10/27/2018,35,Female,9240,8,Central,3,Personal,suv/crossover,B_5964
Miguel Riley,11/21/2023,26,Female,7743,7,Central,1,Business,mpv,B_5965
Renee Smith,11/2/2018,21,Male,6120,5,North,3,Service,hatchback,B_5966
Richard Steele,5/6/2024,37,Male,8401,7,Central,4,Family,mpv,B_5967
Adam Nelson,1/21/2023,49,Male,8209,8,Central,2,Service,stationwagon,B_5968
Cory Henry,3/1/2023,43,Male,6297,4,North,2,Service,van,B_5969
Russell Caldwell,6/5/2022,27,Female,1675,3,South,0,Family,stationwagon,B_5970
Stephanie Johnson,8/14/2020,23,Female,1804,5,Central,2,Business,hatchback,B_5971
Carol Mccall,10/5/2023,34,Male,1569,1,North,0,Family,hatchback,B_5972
